gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,32,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4480,8,7.0105,flydsl_gemm6_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0214,33.5,1117.12
gfx950,256,64,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5191,7,7.7667,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k7_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0268,60.48,1071.64
gfx950,256,128,512,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4871,7,9.6519,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k7_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.02,97.34,964.17
gfx950,256,1,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4935,8,6.5784,flydsl_gemm7_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0225,2.23,2234.05
gfx950,256,2,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4480,8,6.522,flydsl_gemm6_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0225,4.5,2255.88
gfx950,256,4,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2993,8,6.5908,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0239,8.91,2237.3
gfx950,256,8,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4480,8,6.8557,flydsl_gemm6_abf16_wbf16_bf16_t16x64x128_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0201,17.13,2160.41
gfx950,256,16,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5260,8,7.2805,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k8_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0208,32.26,2052.36
gfx950,256,32,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5257,7,7.7962,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k7_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0197,60.26,1950.23
gfx950,256,64,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5290,7,9.6154,flydsl_gemm5_abf16_wbf16_bf16_t32x64x128_split_k7_block_m_warp2_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0269,97.71,1635.78
gfx950,256,128,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3421,4,11.1577,flydsl_gemm3_abf16_wbf16_bf16_t32x64x256_split_k4_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0143,168.41,1503.64
M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,gfx,cu_num,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
1,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1077,9,4.0953,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0078,0.18,181.5
2,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1078,9,4.1195,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0273,0.36,181.89
4,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1078,9,4.1858,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0234,0.7,181.89
8,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1079,9,4.1446,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0117,1.42,189.5
16,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1079,9,4.121,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0137,2.86,202.27
32,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1079,9,4.1995,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0149,5.62,221.41
64,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1788,9,4.2486,flydsl_gemm5_abf16_wbf16_bf16_t32x64x64_split_k9_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0164,11.11,264.16
128,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,3028,5,4.6211,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k5_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0127,20.42,326.18
1,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1079,9,4.7473,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0125,0.78,778.01
2,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1077,9,4.7683,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0141,1.55,776.06
4,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1077,9,5.0306,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0164,2.93,738.39
8,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1079,9,4.9449,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0148,5.96,756.88
16,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1079,9,4.9344,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k9_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0177,11.95,769.91
32,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1428,5,5.6836,flydsl_gemm6_abf16_wbf16_bf16_t16x64x64_split_k5_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0131,20.76,688.24
64,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2518,5,6.5627,flydsl_gemm7_abf16_wbf16_bf16_t32x64x64_split_k5_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0136,35.95,630.37
128,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,3025,3,7.5779,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k3_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.009,62.27,605.38
1,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,627,7,8.0725,flydsl_gemm3_abf16_wbf16_bf16_t16x64x128_split_k7_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0189,3.75,3753.01
2,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2462,7,8.2167,flydsl_gemm8_abf16_wbf16_bf16_t16x64x128_split_k7_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0144,7.37,3689.41
4,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2227,7,8.3763,flydsl_gemm7_abf16_wbf16_bf16_t16x64x128_split_k7_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0185,14.46,3623.54
8,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2242,7,8.4769,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k7_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0178,28.57,3589.3
16,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1582,7,9.1121,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k7_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0199,53.16,3355.38
32,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2043,7,10.6133,flydsl_gemm6_abf16_wbf16_bf16_t32x64x64_split_k7_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0198,91.29,2908.76
64,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2793,7,14.6413,flydsl_gemm6_abf16_wbf16_bf16_t64x64x64_split_k7_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0192,132.35,2149.09
128,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,3556,2,20.9037,flydsl_gemm8_abf16_wbf16_bf16_t48x64x64_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0059,185.4,1562.08
1,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1840,4,5.3895,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0101,2.19,2190.62
1,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2028,4,7.028,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0132,3.36,3358.98
2,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1840,4,5.5401,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0097,4.26,2132.85
2,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1299,4,7.2444,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0217,6.51,3260.57
4,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1839,4,5.6669,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0161,8.33,2088.6
4,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1840,4,7.2172,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0138,13.08,3276.72
8,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1616,4,5.756,flydsl_gemm6_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0093,16.4,2063.12
8,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1300,4,7.3274,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0127,25.76,3235.06
16,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1312,4,6.1401,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.01,30.74,1946.9
16,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1840,4,7.9936,flydsl_gemm7_abf16_wbf16_bf16_t16x64x64_split_k4_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0137,47.22,2979.41
32,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1375,4,7.3155,flydsl_gemm5_abf16_wbf16_bf16_t32x64x64_split_k4_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0101,51.6,1655.65
32,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,987,4,9.3537,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k4_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0133,80.71,2570.04
64,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1366,2,8.7631,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k2_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0051,86.15,1418.14
64,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2385,2,11.0932,flydsl_gemm7_abf16_wbf16_bf16_t32x64x64_split_k2_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0068,136.11,2207.29
128,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2076,1,10.0078,flydsl_gemm5_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,150.88,1304.79
128,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1774,2,16.4888,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k2_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0067,183.15,1539.15
1,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1545,3,7.8563,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k3_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.01,3.75,3755.86
2,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1544,3,7.9622,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k3_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0157,7.41,3707.92
4,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2449,3,7.9073,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k3_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.009,14.92,3737.71
8,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2449,3,8.1626,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k3_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0093,28.9,3628.65
16,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,1545,3,8.9917,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k3_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0095,52.48,3308.3
32,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2504,3,10.464,flydsl_gemm8_abf16_wbf16_bf16_t32x64x64_split_k3_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0094,90.19,2867.28
64,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,3290,1,11.7734,flydsl_gemm8_abf16_wbf16_bf16_t16x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,160.31,2591.88
128,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256,flydsl,2118,1,15.0476,flydsl_gemm4_abf16_wbf16_bf16_t32x64x64_split_k1_block_m_warp2_block_n_warp1_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,250.86,2095.96
