gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,16,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,7,12.9187,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0193,18.18,1156.63
gfx950,256,32,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,6,13.244,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.018,35.47,1148.02
gfx950,256,64,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,1,7,13.6145,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0201,69.01,1155.29
gfx950,256,128,1024,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,3,5,14.6261,_ZN5aiter39bf16gemm_fp32bf16_tn_48x64_splitk_cleanE,0.0161,128.47,1147.07
1,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,9.0,4.6215,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0234,0.16,160.83
2,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,11.0,4.6231,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0156,0.32,162.08
4,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,9.0,4.6045,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0098,0.64,165.35
8,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,13.0,4.6246,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0156,1.28,169.83
16,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,14.0,4.7227,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.019,2.5,176.5
32,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,9.0,4.6687,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0183,5.05,199.15
64,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,14.0,5.1514,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.022,9.16,217.86
128,128,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,9.0,5.8887,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0171,16.03,255.97
1,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,7.5864,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0156,0.49,486.85
2,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,7.8272,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0117,0.94,472.77
4,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,7.8029,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0145,1.89,476.05
8,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,7.0,7.8952,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0166,3.74,474.05
16,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,7.9327,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0138,7.44,478.91
32,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,7.9479,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.015,14.84,492.17
64,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,7.0,8.6937,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0149,27.14,475.86
128,640,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,4.0,9.5012,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0104,49.66,482.84
1,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,7.0,13.8031,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0161,2.19,2194.88
2,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,13.8144,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0173,4.38,2194.43
4,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,7.0,13.907,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0187,8.71,2182.49
8,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,13.9267,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0178,17.39,2184.73
16,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,14.1974,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0183,34.12,2153.53
32,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,6.0,14.3716,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0178,67.42,2148.09
64,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,6.0,15.3573,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0181,126.18,2048.89
128,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,3.0,19.7663,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0106,196.07,1651.97
1,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,8.9736,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0038,1.31,1315.67
1,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,5.0,11.1509,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0139,2.12,2117.04
2,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,4.0,9.0453,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0113,2.61,1306.34
2,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,5.0,11.0546,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.012,4.27,2136.75
4,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,4.0,8.9713,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0085,5.26,1319.31
4,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,5.0,11.2707,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0141,8.37,2098.25
8,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,4.0,9.1227,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0095,10.34,1301.73
8,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,5.0,11.3777,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0137,16.59,2083.42
16,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,9.2888,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0063,20.32,1286.95
16,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,5.0,11.611,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0138,32.51,2051.17
32,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,9.3157,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0064,40.52,1300.16
32,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,5.0,11.588,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0135,65.15,2074.51
64,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,4.0,10.0873,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.009,74.84,1231.97
64,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,5.0,12.5848,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0138,119.98,1945.67
128,2880,2048,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,2.0,11.4313,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0035,132.09,1142.31
128,2880,4096,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,2.0,17.3246,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0048,174.31,1464.9
1,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,11.4417,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.008,2.58,2578.92
2,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,11.5924,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0074,5.09,2546.77
4,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,11.946,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0074,9.87,2474.07
8,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,11.7583,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0078,20.06,2519.0
16,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,12.1848,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0077,38.73,2441.34
32,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,1.0,3.0,12.4896,_ZN5aiter39bf16gemm_fp32bf16_tn_32x64_splitk_cleanE,0.0077,75.56,2402.25
64,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,5.0,3.0,13.6862,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0077,137.91,2229.63
128,5120,2880,True,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,4.0,1.0,19.7157,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,191.47,1599.7
1,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,2.0,1.0,6.0583,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,1.21,1214.1
2,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,2.0,1.0,6.5368,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,2.25,1127.58
4,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,2.0,1.0,6.1093,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,4.81,1211.51
8,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,2.0,1.0,6.0859,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,9.65,1226.26
16,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,2.0,1.0,6.1231,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,19.18,1238.88
32,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,4.0,1.0,6.353,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,36.97,1232.73
64,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,2.0,1.0,6.3583,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,73.88,1309.01
128,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,gfx950,256.0,asm,9.0,1.0,7.5003,_ZN5aiter37bf16gemm_fp32bf16_tn_96x64_pf3_splitkE,0.0,125.26,1240.77
